customer_id,amount_requested,birth_date,status,residence_rent_or_own,monthly_rent_amount,bank_account_direct_deposit,application_when,loan_duration,payment_ach,num_payments,payment_amount,amount_approved,duration_approved,payment_amount_approved,address_zip,email,bank_routing_number,email_duration,residence_duration,bank_account_duration,payment_frequency,home_phone_type,other_phone_type,how_use_money,monthly_income_amount,raw_l2c_score,raw_FICO_telecom,raw_FICO_retail,raw_FICO_bank_card,raw_FICO_money,flgGood
161bfb5807,500,1974-10-31,Approved,True,89,True,2010-11-06 23:29:50,5,True,10,92.17,500,5,82.58,84067,BariJGreen@hotmail.com,124002971,1 year or more,7-12 months,3+ years,Bi-weekly,Mobile,Home,Other,1120,762,543,563,639,598,Bad
59c2cf163e,500,1947-02-20,Approved,True,800,True,2010-11-08 13:08:05,5,True,5,193.91,500,5,171.47,84120,JuneLEvans@bing.com,101089742,1 year or more,3+ years,3+ years,Monthly,Home,Mobile,Other,2100,661,535,576,676,593,Good
7d724fba2a,500,1964-11-09,Approved,True,400,True,2010-11-08 13:28:42,5,True,5,193.91,500,5,171.47,84721,RebeccaFEvans@bing.com,114924742,1 year or more,1-2 years,3+ years,Monthly,Mobile,,Other,1100,716,517,520,605,564,Good
cc53bd5220,600,1967-08-30,Approved,True,220,True,2010-11-10 15:03:25,5,True,10,110.61,600,5,99.1,84532,JenniferLPhillips@hotmail.com,324377286,1 year or more,3+ years,3+ years,Bi-weekly,Home,Mobile,Other,4000,765,542,580,671,620,Bad
213c714e9f,300,1960-05-26,Approved,False,1143,True,2010-11-10 15:35:38,3,True,13,37.73,300,3,35.05,84655,SusanWCox@yahoo.com,124002971,1 year or more,3+ years,6 months or less,Weekly,Mobile,Home,Other,3652,586,580,569,680,627,Good
cfe9e0dc5e,800,1961-02-24,Approved,False,891,True,2010-11-10 23:30:21,5,True,5,193.91,500,5,171.47,84062,LillianSBunger@hotmail.com,324377516,1 year or more,3+ years,3+ years,Monthly,Mobile,Mobile,Other,1500,600,622,659,698,656,Good
f6bdc68cf8,500,1986-07-22,Approved,True,0,True,2010-11-13 13:36:59,5,True,10,92.17,500,5,82.58,84057,DennisJCallison@hotmail.com,51000017,1 year or more,1-2 years,6 months or less,Bi-weekly,Mobile,Mobile,Other,2400,541,531,547,680,582,Good
38e888a4db,500,1979-08-13,Approved,True,129,True,2010-11-13 14:58:26,5,True,5,193.91,500,5,171.47,84088,ElijahDBayerl@hotmail.com,124002971,1 year or more,3+ years,3+ years,Monthly,Mobile,,Other,1718,734,543,570,654,598,Bad
063080fb2b,700,1947-02-20,Approved,True,800,True,2010-11-13 20:32:03,5,True,5,193.91,500,5,171.47,84120,JanineRFairfield@aol.com,101089742,1 year or more,3+ years,3+ years,Monthly,Home,Mobile,Other,2100,661,535,576,676,593,Good
096f7fdd06,600,1989-11-04,Approved,True,0,False,2010-11-15 16:00:23,8,True,12,84.03,500,6,73.34,84095,RubyWGaines@bing.com,122238585,1 year or more,1-2 years,6 months or less,Semi-monthly,Mobile,,Other,960,642,502,503,648,534,Bad
c814f62edd,400,1981-02-25,Approved,True,400,True,2010-11-15 17:14:27,5,True,21,35.21,400,5,31.5,84118,HowardBMiller@aol.com,125000105,1 year or more,7-12 months,6 months or less,Weekly,Mobile,Home,Other,1400,581,507,535,614,586,Bad
3744b9845d,500,1960-06-04,Approved,False,1172,True,2010-11-15 17:14:59,5,True,5,109.18,500,5,109.18,84404,MargaretJTatum@yahoo.com,124002971,1 year or more,3+ years,1-2 years,Monthly,Home,Mobile,Other,4191,766,618,623,680,631,Good
b86063bf54,500,1954-03-14,Approved,False,960,True,2010-11-15 18:47:52,5,True,5,193.91,500,5,171.47,84041,RobertNCorchado@gmail.com,324377613,1 year or more,3+ years,7-12 months,Monthly,Home,,Other,3400,591,607,612,680,640,Good
61ac7c10c7,500,1963-11-30,Approved,True,550,False,2010-11-16 15:34:40,5,True,10,92.17,500,5,82.58,84404,CharlotteLYbarra@bing.com,31101169,1 year or more,3+ years,1-2 years,Bi-weekly,Mobile,,Other,1200,765,533,542,654,560,Bad
2a2617c97d,500,1969-11-30,Approved,False,1100,True,2010-11-16 19:56:37,5,True,10,92.17,500,5,82.58,84040,MatthewNBergeron@aol.com,124001545,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,,Other,4000,765,624,659,700,641,Good
d312d7c101,800,1978-03-26,Approved,True,200,True,2010-11-17 16:15:42,7,True,15,113.56,800,7,97.56,84098,JoseVWalker@gmail.com,124000737,1 year or more,3+ years,1-2 years,Bi-weekly,Mobile,Work,Other,3376,808,528,550,680,601,Bad
4ccdce892b,500,1980-01-08,Approved,True,871,True,2010-11-18 07:19:52,5,True,10,92.17,500,5,82.58,84096,ShirleyJCheatham@bing.com,324079555,1 year or more,6 months or less,1-2 years,Bi-weekly,Mobile,,Other,2040,716,540,553,650,612,Bad
7709edf805,800,1990-12-19,Approved,True,0,True,2010-11-18 22:50:02,8,True,12,84.03,500,6,73.34,84037,MiltonFJohnson@gmail.com,324377516,1 year or more,3+ years,3+ years,Semi-monthly,Mobile,,Other,2000,768,648,649,713,594,Bad
03bff4b96f,500,1968-11-18,Approved,True,700,True,2010-11-19 13:34:43,5,True,10,92.17,500,5,82.58,84721,MatthewAChristian@hotmail.com,324079555,1 year or more,6 months or less,6 months or less,Bi-weekly,Mobile,,Other,1600,544,574,584,671,612,Bad
2061a0ba7e,300,1961-12-12,Approved,False,1100,True,2010-11-19 18:18:43,5,True,10,56.82,300,5,50.51,84115,EboniWHeenan@bing.com,324377516,1 year or more,3+ years,3+ years,Semi-monthly,Mobile,,Other,3990,601,630,657,705,651,Good
b158a1fb49,500,1970-10-14,Approved,False,0,True,2010-11-21 04:22:05,5,True,21,44.01,500,5,39.37,84655,DorothyJHeideman@gmail.com,31100209,1 year or more,6 months or less,6 months or less,Weekly,Mobile,,Other,1200,716,514,532,647,566,Bad
3dab7661bc,800,1973-05-13,Approved,True,635,True,2010-11-21 15:24:35,6,True,26,61.22,800,6,53.58,84501,DavidLGriffith@bing.com,124000054,1 year or more,3+ years,3+ years,Weekly,Mobile,,Other,3000,719,525,538,648,599,Bad
84e158c07c,500,1968-03-06,Approved,True,0,True,2010-11-21 23:54:04,5,True,5,193.91,500,5,171.47,84003,RobinCMansfield@bing.com,124302150,1 year or more,7-12 months,7-12 months,Monthly,Mobile,,Other,1700,544,611,609,680,617,Good
b3f8618085,500,1956-10-12,Approved,True,180,True,2010-11-22 00:05:09,5,True,10,92.17,500,5,82.58,84302,YanAMay@gmail.com,124002971,1 year or more,3+ years,6 months or less,Bi-weekly,Mobile,,Other,1952,550,572,599,648,607,Bad
de3f3759c5,500,1966-09-06,Approved,False,1508,True,2010-11-22 06:55:21,5,True,10,92.17,500,5,82.58,84093,CraigAVega@hotmail.com,324377613,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,,Other,5600,603,564,564,680,618,Good
a58918ea5f,500,1958-07-06,Approved,False,0,True,2010-11-22 07:44:14,6,True,26,38.26,500,6,33.49,84092,IreneDLicon@gmail.com,324377516,1 year or more,3+ years,3+ years,Weekly,Mobile,,Other,2000,638,558,605,680,617,Bad
438f15880d,500,1970-09-17,Approved,False,0,True,2010-11-22 08:58:43,6,True,13,77.39,500,6,67.57,84093,DorisTKaplan@aol.com,124000737,1 year or more,3+ years,6 months or less,Bi-weekly,Home,Mobile,Other,3000,612,527,515,656,583,Bad
6b0eb405a9,800,1950-01-12,Approved,False,0,True,2010-11-22 08:59:25,8,True,13,77.39,500,6,67.57,84014,RobertRWard@hotmail.com,324078899,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,,Other,1934,547,565,597,680,596,Bad
2bb71af254,800,1961-06-20,Approved,True,450,True,2010-11-22 22:01:37,8,True,12,84.03,500,6,73.34,84115,EmilyCRoberts@bing.com,324377202,3 months or less,3+ years,3+ years,Semi-monthly,Home,Mobile,Other,1600,713,532,598,580,589,Good
a5dc7f28a0,800,1952-12-19,Approved,True,715,True,2010-11-23 04:52:40,6,True,6,171.75,500,6,149.24,84047,AmyTBush@bing.com,324079555,1 year or more,3+ years,3+ years,Monthly,Mobile,,Other,2044,621,501,501,597,580,Bad
69ab210ca1,500,1958-09-04,Approved,True,1065,True,2010-11-23 15:19:12,5,True,10,92.17,500,5,82.58,84088,BettyRPeterson@aol.com,324377516,1 year or more,3+ years,6 months or less,Bi-weekly,Mobile,,Other,3066,589,535,535,648,604,Bad
eeec4eb4da,500,1977-07-12,Approved,True,150,True,2010-11-24 16:16:36,5,True,5,193.91,500,5,171.47,84128,LindaAPerry@hotmail.com,124001545,1 year or more,1-2 years,6 months or less,Monthly,Mobile,Home,Other,2351,763,526,544,660,561,Good
651bfa844b,800,1989-10-08,Approved,True,625,True,2010-11-24 21:16:53,8,True,13,77.39,500,6,67.57,84105,MildredBThomas@hotmail.com,324377516,1 year or more,7-12 months,3+ years,Bi-weekly,Mobile,,Other,1400,716,501,536,618,543,Bad
670150fcc4,500,1957-11-16,Approved,True,0,False,2010-11-26 07:25:51,5,True,10,92.17,500,5,82.58,84096,WilliamWPonce@yahoo.com,124302150,1 year or more,3+ years,6 months or less,Bi-weekly,Mobile,Work,Other,900,541,535,579,680,608,Bad
6856486a4f,800,1971-02-19,Approved,True,400,False,2010-11-26 09:39:20,5,True,21,44.01,500,5,39.37,84526,NickJJackson@gmail.com,124000737,4-12 months,3+ years,6 months or less,Weekly,Mobile,,Other,2000,745,501,548,644,558,Bad
5974458fa5,800,1967-11-02,Approved,True,400,True,2010-11-27 06:20:37,5,True,21,44.01,500,5,39.37,84096,ChrisCHaggins@bing.com,324377516,1 year or more,6 months or less,3+ years,Weekly,Mobile,,Other,2240,544,586,596,664,592,Bad
4ffa8ffab7,500,1968-09-03,Approved,True,750,True,2010-11-27 22:19:33,5,True,21,44.01,500,5,39.37,84120,EdaJRawlins@yahoo.com,124002971,1 year or more,7-12 months,1-2 years,Weekly,Mobile,,Other,4000,716,507,520,660,557,Bad
32afdd828f,500,1978-08-03,Approved,True,650,False,2010-11-29 04:42:53,5,True,10,92.17,500,5,82.58,84104,ClaudiaDSykes@yahoo.com,73972181,1 year or more,3+ years,6 months or less,Bi-weekly,Mobile,,Other,1400,763,522,535,647,576,Bad
39e522717c,400,1979-01-08,Approved,True,0,True,2010-11-29 08:17:55,8,True,13,61.91,400,6,54.06,84067,GregorySStewart@yahoo.com,124002971,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,,Other,1200,546,559,616,643,601,Good
8786986d4c,800,1983-08-13,Approved,True,700,False,2010-11-29 11:22:38,3,True,6,221.57,800,3,204.9,84020,NannieLBoice@yahoo.com,124000054,1 year or more,3+ years,1-2 years,Semi-monthly,Mobile,,Other,2700,660,549,565,663,585,Bad
831b70959f,700,1984-12-12,Approved,False,1500,True,2010-11-30 10:27:34,5,True,21,44.01,500,5,39.37,84110,ChristopherNSpikes@bing.com,123545978,1 year or more,3+ years,6 months or less,Weekly,Mobile,,Other,2400,50,222,222,222,222,Good
90901a8096,800,1967-04-06,Approved,True,530,True,2010-11-30 14:33:56,3,True,3,284.69,500,3,261.37,84128,MaryWCook@hotmail.com,324377516,4-12 months,6 months or less,6 months or less,Monthly,Mobile,,Other,900,732,516,557,656,583,Good
831105c88c,500,1978-10-09,Approved,True,475,False,2010-11-30 22:05:00,5,True,21,44.01,500,5,39.37,84118,RichardJSavage@bing.com,122238585,1 year or more,3+ years,7-12 months,Weekly,Home,Mobile,Other,2400,541,510,539,630,589,Bad
b428a201ef,300,1957-09-19,Approved,False,600,True,2010-12-01 09:33:12,5,True,10,55.3,300,5,49.55,84066,LindaRRodriguez@yahoo.com,324379705,1 year or more,3+ years,1-2 years,Bi-weekly,Mobile,,Other,1400,574,560,581,680,616,Good
35f2509873,800,1954-05-13,Approved,True,600,True,2010-12-02 08:20:43,6,True,13,77.39,500,6,67.57,84660,MaryCForster@yahoo.com,324379763,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Work,Other,2042,544,618,657,708,639,Bad
669311c476,500,1981-05-21,Approved,False,0,True,2010-12-03 17:10:45,5,True,10,92.17,500,5,82.58,84120,LarryKBarnes@bing.com,124001545,4-12 months,3+ years,6 months or less,Bi-weekly,Mobile,Home,Other,3152,577,501,525,632,564,Good
a229b97fcc,800,1981-01-01,Approved,True,200,True,2010-12-04 13:47:34,6,True,12,134.45,800,6,117.34,84088,EulaHMoeller@yahoo.com,324377202,1 year or more,3+ years,3+ years,Semi-monthly,Mobile,,Other,2200,734,544,556,680,589,Good
a7e545c03d,500,1966-08-10,Approved,True,400,True,2010-12-04 19:18:46,5,True,10,92.17,500,5,82.58,84084,DennisABell@gmail.com,124002971,1 year or more,6 months or less,3+ years,Bi-weekly,Mobile,,Other,1600,716,546,540,657,590,Good
ce9b5c8623,700,1968-06-15,Approved,True,635,True,2010-12-06 18:51:16,8,True,17,92.64,700,8,78.37,84120,EvaGWilson@yahoo.com,124000054,1 year or more,7-12 months,3+ years,Bi-weekly,Mobile,,Other,1514,713,522,548,622,607,Bad
3c3a9ad8e8,800,1982-04-02,Approved,False,0,False,2010-12-07 10:54:25,6,True,13,123.82,800,6,108.12,84501,AliceCBateman@hotmail.com,324079539,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,,Other,1100,719,621,692,731,618,Bad
021b03f1b5,500,1973-08-12,Approved,True,1250,True,2010-12-08 18:56:31,5,True,21,44.01,500,5,39.37,84606,JoanDBaze@hotmail.com,324079500,1 year or more,1-2 years,1-2 years,Weekly,Home,Mobile,Other,6000,663,618,682,703,630,Good
7a8b40eb75,500,1972-12-30,Approved,False,450,True,2010-12-09 09:42:37,5,True,10,94.7,500,5,84.18,84118,EugeniaDSmith@aol.com,124002971,1 year or more,3+ years,1-2 years,Semi-monthly,Mobile,,Other,2200,661,547,580,676,612,Bad
07e2ff471b,700,1981-06-04,Approved,True,300,True,2010-12-09 09:55:56,8,True,34,45.86,700,8,38.86,84044,KimTWoodall@aol.com,324377202,1 year or more,1-2 years,1-2 years,Weekly,Mobile,Work,Other,1550,733,557,587,656,604,Good
b4c59c7612,500,1974-11-12,Approved,True,600,True,2010-12-09 13:06:45,5,True,10,92.17,500,5,82.58,84015,BryceEChurchill@yahoo.com,324377516,1 year or more,1-2 years,7-12 months,Bi-weekly,Mobile,Work,Other,2460,530,599,644,673,627,Bad
e13fec332e,800,1970-09-11,Approved,False,1000,True,2010-12-10 22:08:48,8,True,13,77.39,500,6,67.57,84067,MarionJHarris@yahoo.com,124001545,1 year or more,3+ years,7-12 months,Bi-weekly,Mobile,Home,Other,2200,612,679,718,756,618,Bad
5d30f10075,800,1966-04-29,Approved,False,1050,True,2010-12-11 11:31:09,8,True,16,113.77,800,8,95.96,84067,JoniKSalter@hotmail.com,324377516,1 year or more,3+ years,3+ years,Semi-monthly,Mobile,,Other,4800,765,614,655,684,627,Good
3b7cef3bf7,300,1984-09-21,Approved,True,500,False,2010-12-12 10:31:06,8,True,12,50.42,300,6,44.0,84119,EugeneNHartmann@yahoo.com,124001545,1 year or more,1-2 years,1-2 years,Semi-monthly,Mobile,Home,Other,2200,759,531,579,608,559,Bad
68283e555e,800,1984-04-01,Approved,True,200,True,2010-12-11 12:29:11,8,True,13,77.39,500,6,67.57,84044,LouiseWCrouse@yahoo.com,324377516,1 year or more,1-2 years,7-12 months,Bi-weekly,Home,,Other,1800,559,550,635,631,592,Good
88bc9b54ef,500,1971-03-17,Approved,False,250,True,2010-12-11 13:46:57,5,True,5,193.91,500,5,171.47,84404,DebraHSparks@gmail.com,73972181,1 year or more,3+ years,7-12 months,Monthly,Home,Mobile,Other,2102,599,568,588,659,580,Good
e1e9512a7a,600,1983-08-17,Approved,True,425,True,2010-12-11 13:58:14,5,True,10,92.17,500,5,82.58,84123,VickieMLewis@aol.com,324379828,1 year or more,6 months or less,3+ years,Bi-weekly,Mobile,,Other,1800,734,515,501,632,567,Good
8933adf997,800,1963-02-13,Approved,True,800,True,2010-12-11 23:31:12,4,True,17,81.87,800,4,74.6,84120,HaroldMOReilly@hotmail.com,324377516,1 year or more,3+ years,3+ years,Weekly,Mobile,,Other,1980,582,561,599,680,633,Bad
c701d6ea24,500,1968-08-09,Approved,True,850,True,2010-12-12 14:49:05,5,True,10,92.17,500,5,82.58,84118,WillieMBrown@bing.com,124002971,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Work,Other,1900,639,534,607,608,558,Bad
d197fd3d12,500,1969-03-23,Approved,True,900,True,2010-12-13 07:21:00,5,True,10,92.17,500,5,82.58,84075,JanetCHarrell@gmail.com,124000737,1 year or more,3+ years,3+ years,Bi-weekly,Home,,Other,3400,602,603,643,671,606,Bad
8be01a4e5b,500,1977-07-10,Approved,True,0,True,2010-12-13 12:47:36,5,True,21,44.01,500,5,39.37,84065,KevinKMiller@bing.com,122244171,1 year or more,1-2 years,6 months or less,Weekly,Mobile,,Other,1200,664,509,517,564,588,Bad
5a7c6c7fd9,800,1970-10-10,Approved,False,1400,True,2010-12-13 14:54:29,5,True,10,147.47,800,5,132.13,84074,LawrenceCDonato@aol.com,324379828,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,,Other,3100,678,569,585,680,631,Bad
4801b08d2c,500,1971-12-08,Approved,False,676,True,2010-12-14 08:22:47,5,True,10,92.17,500,5,82.58,84414,DarleneTOrtega@yahoo.com,124001545,1 year or more,3+ years,6 months or less,Bi-weekly,Mobile,,Other,2392,780,559,540,660,581,Bad
3e7ae01d2f,800,1964-08-07,Approved,False,1216,True,2010-12-14 12:06:44,5,True,5,193.91,500,5,171.47,84414,SuzyPPrice@aol.com,124000054,1 year or more,3+ years,3+ years,Monthly,Home,Mobile,Other,4703,542,603,590,680,637,Bad
43f95271b3,800,1972-08-13,Approved,True,500,True,2010-12-14 15:36:30,8,True,17,105.88,800,8,89.57,84117,JohnRTalbot@hotmail.com,324079555,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,,Other,3780,765,632,650,705,627,Good
eba05d27c7,800,1976-06-28,Approved,True,1000,True,2010-12-14 21:09:49,3,True,13,62.88,500,3,58.41,84321,MarilynGJesse@yahoo.com,124000737,1 year or more,1-2 years,1-2 years,Weekly,Mobile,,Other,1880,521,586,636,678,609,Bad
418abe2912,500,1971-12-09,Approved,True,450,True,2010-12-15 12:36:52,8,True,12,84.03,500,6,73.34,84123,PokDBrock@aol.com,124000054,3 months or less,3+ years,3+ years,Semi-monthly,Mobile,Home,Other,2328,573,612,649,682,618,Good
a2b8c6090c,500,1961-08-15,Approved,True,585,True,2010-12-16 08:28:30,5,True,21,44.01,500,5,39.37,84321,JanDThompson@hotmail.com,124000054,1 year or more,7-12 months,7-12 months,Weekly,Mobile,,Other,2200,763,540,565,673,599,Bad
6c5242f2a5,800,1975-12-31,Approved,True,200,True,2010-12-16 12:43:18,8,True,12,84.03,500,6,73.34,84119,AmandaWStephens@gmail.com,124001545,1 year or more,3+ years,1-2 years,Semi-monthly,Mobile,,Other,2550,663,508,501,641,583,Bad
d91d47325b,400,1954-08-16,Approved,True,400,True,2010-12-16 16:32:50,8,True,6,137.4,400,6,119.4,84003,RonaldAKnox@yahoo.com,124302150,1 year or more,3+ years,3+ years,Monthly,Mobile,,Other,1912,593,601,640,645,614,Good
8effed4b67,500,1958-11-05,Approved,False,1050,False,2010-12-16 19:09:58,5,True,10,92.17,500,5,82.58,84074,MaryBLangston@bing.com,124000737,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Home,Other,2720,567,546,555,680,594,Good
d7001aa34e,300,1971-05-14,Approved,True,600,True,2010-12-17 05:02:24,5,True,10,55.3,300,5,49.55,84047,RogerMVermillion@bing.com,324377516,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Home,Other,1800,555,511,514,634,579,Good
